i,x,y,z,r,theta
0,0,0,0,0,180
1,-2,26,0,26,274
2,12,27,0,29,246
3,-28,17,0,32,328
4,-18,-25,0,30,55
5,20,17,0,26,220
6,1,30,0,30,268
7,17,24,0,29,234
8,3,-29,0,29,96
9,-20,-24,0,31,51
10,19,18,0,26,223
11,29,-6,0,29,169
12,25,-23,0,33,138
13,16,-26,0,30,122
14,-2,-33,0,33,87
15,23,22,0,31,223
16,-16,-25,0,29,58
17,-30,20,0,36,326
18,19,-30,0,35,123
19,4,34,0,34,263
20,-7,-29,0,29,77
21,33,-19,0,38,151
22,-3,-36,0,36,86
23,12,-36,0,37,109
24,20,22,0,29,227
25,-14,-32,0,34,67
26,-32,3,0,32,354
27,19,25,0,31,232
28,-31,-10,0,32,18
29,27,10,0,28,200
30,-32,10,0,33,342
31,34,-10,0,35,164
32,-18,-31,0,35,60
33,-32,-20,0,37,33
34,32,12,0,34,200
35,7,35,0,35,258
36,24,25,0,34,226
37,-30,-5,0,30,10
38,-7,31,0,31,282
39,0,-33,0,33,90
40,38,5,0,38,187
41,-31,26,0,40,320
42,29,-23,0,37,142
43,-7,-39,0,39,80
44,6,-37,0,37,100
45,4,-40,0,40,96
46,33,-13,0,35,159
47,-36,-4,0,36,7
48,-29,21,0,35,324
49,36,-11,0,37,164
50,-26,-26,0,36,45
51,-18,-38,0,42,65
52,38,5,0,38,187
53,-17,-36,0,39,65
54,-15,-37,0,39,68
55,44,0,0,44,180
56,36,13,0,38,199
57,-28,-24,0,36,41
58,29,-25,0,38,140
59,-38,21,0,43,331
60,-34,-13,0,36,21
61,43,9,0,43,191
62,5,-42,0,42,97
63,14,-35,0,37,112
64,-31,26,0,40,320
65,6,43,0,43,262
66,39,7,0,39,190
67,-35,-14,0,37,22
68,-39,-14,0,41,20
69,36,17,0,39,205
70,18,42,0,45,246
71,-3,44,0,44,273
72,30,-27,0,40,139
73,-42,-20,0,46,26
74,20,-42,0,46,116
75,39,-13,0,41,162
76,39,-26,0,46,147
77,-19,-39,0,43,65
78,-31,-32,0,44,46
79,-25,32,0,40,307
80,-38,-16,0,41,23
81,44,-6,0,44,173
82,44,6,0,44,187
83,38,19,0,42,206
84,28,34,0,44,230
85,-40,-21,0,45,28
86,-25,31,0,39,308
87,-30,32,0,43,313
88,-21,41,0,46,297
89,-40,-19,0,44,26
90,-17,49,0,51,289
91,50,10,0,50,191
92,-32,-35,0,47,48
93,-18,-43,0,46,68
94,-43,7,0,43,350
95,-33,-35,0,48,47
96,-37,23,0,43,328
97,40,23,0,46,209
98,-45,-1,0,45,2
99,49,-15,0,51,163
100,-4,-51,0,51,86
101,-42,17,0,45,337
102,-52,0,0,52,360
103,-42,-21,0,46,27
104,43,-14,0,45,162
105,36,30,0,46,219
106,-28,-38,0,47,54
107,-37,-34,0,50,43
108,12,-50,0,51,104
109,22,45,0,50,243
110,-40,28,0,48,325
111,-13,50,0,51,284
112,-47,-18,0,50,21
113,-43,-26,0,50,32
114,-5,52,0,52,275
115,-42,30,0,51,324
116,2,50,0,50,267
117,-47,-16,0,49,19
118,-38,34,0,50,318
119,40,23,0,46,209
120,-49,15,0,51,342
121,43,28,0,51,213
122,-50,9,0,50,349
