i,x,y,z,r,theta
0,0,0,0,0,180
1,19,17,0,25,221
2,-18,17,0,24,316
3,26,-7,0,26,165
4,1,-27,0,27,93
5,23,-18,0,29,142
6,32,-4,0,32,173
7,-29,4,0,29,352
8,-5,-29,0,29,81
9,-26,-18,0,31,35
10,25,-8,0,26,163
11,11,-28,0,30,112
12,29,-18,0,34,149
13,-29,-14,0,32,26
14,-36,0,0,36,360
15,-19,-19,0,26,45
16,-26,-15,0,30,30
17,31,3,0,31,185
18,-32,0,0,32,360
19,-14,29,0,32,295
20,-20,-22,0,29,48
21,36,6,0,36,189
22,0,-37,0,37,90
23,21,-32,0,38,124
24,30,-6,0,30,169
25,-20,-29,0,35,56
26,-33,5,0,33,351
27,-36,-8,0,36,13
28,35,-10,0,36,165
29,24,-18,0,30,144
30,-19,28,0,33,304
31,5,32,0,32,261
32,-19,-31,0,36,59
33,-1,-35,0,35,89
34,33,-7,0,33,169
35,7,36,0,36,258
36,31,13,0,33,202
37,-15,29,0,32,297
38,-13,-34,0,36,70
39,20,30,0,36,236
40,32,20,0,37,212
41,35,-4,0,35,174
42,32,-20,0,37,148
43,37,9,0,38,193
44,-39,-11,0,40,16
45,-15,32,0,35,295
46,29,-19,0,34,147
47,38,-18,0,42,155
48,14,36,0,38,248
49,38,-2,0,38,177
50,41,6,0,41,188
51,31,-22,0,38,145
52,-38,8,0,38,348
53,-27,27,0,38,315
54,-3,35,0,35,274
55,30,30,0,42,225
56,-39,0,0,39,360
57,42,5,0,42,186
58,0,39,0,39,270
59,-41,-11,0,42,16
60,36,-19,0,40,153
61,27,34,0,43,231
62,9,-42,0,42,103
63,3,41,0,41,265
64,6,42,0,42,261
65,-10,43,0,44,283
66,35,-20,0,40,151
67,38,-13,0,40,162
68,-40,-8,0,40,12
69,39,-8,0,39,169
70,-23,-39,0,45,60
71,46,8,0,46,189
72,6,-40,0,40,99
73,-11,44,0,45,284
74,-31,29,0,42,316
75,12,36,0,37,251
76,-42,-5,0,42,7
77,19,-36,0,40,118
78,44,18,0,47,202
79,-27,-26,0,37,44
80,-33,27,0,42,320
81,-32,36,0,48,311
82,-43,23,0,48,331
83,32,-32,0,45,135
84,-44,-20,0,48,25
85,45,10,0,46,192
86,-13,38,0,40,288
87,4,-49,0,49,95
88,-23,-41,0,47,61
89,49,0,0,49,180
90,-33,40,0,51,309
91,16,46,0,48,250
92,42,-17,0,45,158
93,46,3,0,46,183
94,0,46,0,46,270
95,38,-24,0,44,148
96,23,-43,0,48,119
97,-40,-20,0,44,27
98,46,-13,0,47,165
99,33,35,0,48,226
100,16,-50,0,52,108
101,35,-31,0,46,139
102,-42,-29,0,51,35
103,27,33,0,42,230
104,-39,26,0,46,326
105,-40,21,0,45,332
106,0,42,0,42,270
107,-39,-31,0,49,39
108,29,-43,0,51,124
109,-36,29,0,46,321
110,-11,49,0,50,282
111,-45,23,0,50,332
112,-48,-15,0,50,18
113,-41,-30,0,50,37
114,-34,39,0,51,311
115,-51,12,0,52,346
116,7,49,0,49,261
117,-48,10,0,49,348
118,-43,28,0,51,326
119,-43,18,0,46,337
120,-52,-4,0,52,5
121,37,36,0,51,224
122,-52,-4,0,52,5
123,-33,-40,0,51,51
124,-51,-12,0,52,14
125,-15,54,0,56,285
126,37,-35,0,50,137
127,-49,8,0,49,350
128,3,56,0,56,266
129,-50,-8,0,50,10
130,50,21,0,54,202
131,26,-42,0,49,122
132,1,50,0,50,268
133,-29,46,0,54,302
134,23,-50,0,55,115
135,34,47,0,58,234
136,44,-25,0,50,151
137,47,-19,0,50,158
138,47,-17,0,49,161
139,-49,14,0,50,344
140,-13,53,0,54,283
141,50,25,0,55,206
142,-50,-33,0,59,34
143,53,15,0,55,195
144,-59,-9,0,59,9
145,46,-30,0,54,147
146,-9,54,0,54,279
147,44,34,0,55,217
148,55,20,0,58,199
149,38,-38,0,53,135
150,-57,-14,0,58,14
151,-3,-60,0,60,88
152,47,-26,0,53,152
153,-30,-52,0,60,61
154,35,-44,0,56,129
155,55,-27,0,61,154
156,-32,43,0,53,306
157,53,17,0,55,197
158,59,1,0,59,180
159,57,-22,0,61,159
160,58,-15,0,59,166
161,-3,-59,0,59,88
162,14,59,0,60,256
163,-18,-58,0,60,73
164,37,39,0,53,226
165,-12,-58,0,59,79
166,-51,29,0,58,330
167,52,27,0,58,207
168,53,-27,0,59,154
169,41,44,0,60,227
170,-27,-55,0,61,64
171,65,-15,0,66,168
172,-24,63,0,67,290
173,8,59,0,59,262
174,57,-18,0,59,163
175,61,18,0,63,196
176,-60,-23,0,64,21
177,-52,31,0,60,329
178,-54,-27,0,60,27
179,29,53,0,60,241
180,56,-22,0,60,159
181,-18,56,0,58,287
182,11,-58,0,59,101
183,-65,-12,0,66,11
184,-20,-64,0,67,73
185,-58,-12,0,59,12
186,-22,-55,0,59,69
187,-19,-62,0,64,73
188,59,17,0,61,196
189,-34,-57,0,66,60
190,20,64,0,67,252
191,43,50,0,65,229
192,-43,51,0,66,310
193,-61,-5,0,61,5
194,-56,37,0,67,326
195,-54,-28,0,60,28
196,64,-18,0,66,165
197,-3,-65,0,65,88
198,-67,-2,0,67,2
199,-45,50,0,67,311
200,35,60,0,69,239
